"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jul 24 01:18:37 GMT 2024","Wed Jul 24 01:18:37 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
"skipped","Wed Jul 24 01:18:37 GMT 2024","Wed Jul 24 01:18:37 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"skipped","Wed Jul 24 01:18:37 GMT 2024","Wed Jul 24 01:18:37 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
"failed","Wed Jul 24 01:18:36 GMT 2024","Wed Jul 24 01:18:37 GMT 2024","264","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
