"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Aug 18 01:24:01 GMT 2024","Sun Aug 18 01:24:01 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"failed","Sun Aug 18 01:24:01 GMT 2024","Sun Aug 18 01:24:01 GMT 2024","262","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Sun Aug 18 01:24:01 GMT 2024","Sun Aug 18 01:24:01 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
"skipped","Sun Aug 18 01:24:01 GMT 2024","Sun Aug 18 01:24:01 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
