"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 25 14:43:31 GMT 2024","Tue Jun 25 14:43:32 GMT 2024","271","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Tue Jun 25 14:43:32 GMT 2024","Tue Jun 25 14:43:32 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
"skipped","Tue Jun 25 14:43:32 GMT 2024","Tue Jun 25 14:43:32 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"skipped","Tue Jun 25 14:43:32 GMT 2024","Tue Jun 25 14:43:32 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
