"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 22 01:20:21 GMT 2024","Mon Jul 22 01:20:21 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"failed","Mon Jul 22 01:20:21 GMT 2024","Mon Jul 22 01:20:21 GMT 2024","263","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Mon Jul 22 01:20:21 GMT 2024","Mon Jul 22 01:20:21 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
"skipped","Mon Jul 22 01:20:21 GMT 2024","Mon Jul 22 01:20:21 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
