"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jul 06 01:14:26 GMT 2024","Sat Jul 06 01:14:26 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"skipped","Sat Jul 06 01:14:26 GMT 2024","Sat Jul 06 01:14:26 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
"skipped","Sat Jul 06 01:14:26 GMT 2024","Sat Jul 06 01:14:26 GMT 2024","1","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
"failed","Sat Jul 06 01:14:26 GMT 2024","Sat Jul 06 01:14:26 GMT 2024","261","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
