"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Aug 02 01:18:04 GMT 2024","Fri Aug 02 01:18:04 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
"failed","Fri Aug 02 01:18:04 GMT 2024","Fri Aug 02 01:18:04 GMT 2024","265","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Fri Aug 02 01:18:04 GMT 2024","Fri Aug 02 01:18:04 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"skipped","Fri Aug 02 01:18:04 GMT 2024","Fri Aug 02 01:18:04 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
