"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jun 29 01:14:21 GMT 2024","Sat Jun 29 01:14:22 GMT 2024","265","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Sat Jun 29 01:14:22 GMT 2024","Sat Jun 29 01:14:22 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
"skipped","Sat Jun 29 01:14:22 GMT 2024","Sat Jun 29 01:14:22 GMT 2024","1","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"skipped","Sat Jun 29 01:14:22 GMT 2024","Sat Jun 29 01:14:22 GMT 2024","1","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
