"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jul 26 01:17:19 GMT 2024","Fri Jul 26 01:17:19 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"failed","Fri Jul 26 01:17:18 GMT 2024","Fri Jul 26 01:17:19 GMT 2024","262","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Fri Jul 26 01:17:19 GMT 2024","Fri Jul 26 01:17:19 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
"skipped","Fri Jul 26 01:17:19 GMT 2024","Fri Jul 26 01:17:19 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
