"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 07 01:19:30 GMT 2024","Wed Aug 07 01:19:30 GMT 2024","282","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Login",""
"skipped","Wed Aug 07 01:19:30 GMT 2024","Wed Aug 07 01:19:30 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Sign Out",""
"skipped","Wed Aug 07 01:19:30 GMT 2024","Wed Aug 07 01:19:30 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","Create Order",""
"skipped","Wed Aug 07 01:19:30 GMT 2024","Wed Aug 07 01:19:30 GMT 2024","0","chromium","featureFiles/smokeTests.feature.spec.js","Smoke Tests","","","FAQ page",""
